# Open-loop AC Monte Carlo simulation mismatch-only output common-voltage
# N B M BN BM NN NV MV
-0.00265504 -0.00265515 -0.00265519 -0.00265522 -0.00265525 -0.00265537 -0.00265537 -0.00265539
-0.0020359 -0.00203598 -0.002036 -0.00203602 -0.00203603 -0.00203609 -0.00203609 -0.0020361
-0.00449804 -0.00450184 -0.00450373 -0.00450563 -0.00450752 -0.00452074 -0.00452074 -0.00452262
-0.00506796 -0.00507711 -0.00508168 -0.00508626 -0.00509083 -0.00512283 -0.00512283 -0.0051274
-0.00162651 -0.00162658 -0.0016266 -0.00162662 -0.00162663 -0.00162668 -0.00162668 -0.00162668
-0.00267164 -0.00267174 -0.00267177 -0.00267179 -0.00267181 -0.00267191 -0.00267191 -0.00267192
-0.00420016 -0.00420222 -0.00420323 -0.00420424 -0.00420525 -0.00421225 -0.00421225 -0.00421324
-0.0047077 -0.0047129 -0.00471549 -0.00471807 -0.00472065 -0.00473869 -0.00473869 -0.00474126
-0.00260845 -0.00260856 -0.0026086 -0.00260863 -0.00260866 -0.00260883 -0.00260883 -0.00260885
-0.00261143 -0.00261155 -0.00261159 -0.00261162 -0.00261166 -0.00261182 -0.00261182 -0.00261184
-0.00156902 -0.00156909 -0.00156911 -0.00156912 -0.00156914 -0.00156918 -0.00156918 -0.00156918
-0.00236164 -0.00236174 -0.00236177 -0.00236179 -0.00236181 -0.00236188 -0.00236188 -0.00236188
-0.00393148 -0.0039322 -0.00393254 -0.00393287 -0.0039332 -0.00393547 -0.00393547 -0.00393579
-0.00355845 -0.00355865 -0.00355873 -0.00355881 -0.00355888 -0.00355931 -0.00355931 -0.00355936
-0.0025919 -0.00259201 -0.00259205 -0.00259209 -0.00259212 -0.00259227 -0.00259227 -0.00259228
-0.00326754 -0.00326771 -0.00326779 -0.00326786 -0.00326793 -0.00326838 -0.00326838 -0.00326844
-0.00353242 -0.00353278 -0.00353294 -0.00353309 -0.00353325 -0.00353426 -0.00353426 -0.0035344
-0.00151305 -0.00151311 -0.00151313 -0.00151315 -0.00151316 -0.0015132 -0.0015132 -0.0015132
-0.00393002 -0.00393092 -0.00393136 -0.0039318 -0.00393223 -0.00393521 -0.00393521 -0.00393563
-0.00504052 -0.00504913 -0.00505344 -0.00505775 -0.00506207 -0.00509227 -0.00509227 -0.00509658
-0.0053733 -0.00538414 -0.00538957 -0.00539499 -0.00540042 -0.00543845 -0.00543845 -0.00544389
-0.00501732 -0.0050218 -0.00502404 -0.00502629 -0.00502854 -0.00504429 -0.00504429 -0.00504654
-0.00354817 -0.00354849 -0.00354863 -0.00354877 -0.00354891 -0.00354982 -0.00354982 -0.00354995
-0.00361839 -0.00361887 -0.00361909 -0.0036193 -0.00361951 -0.00362092 -0.00362092 -0.00362112
-0.00533465 -0.0053471 -0.00535333 -0.00535956 -0.0053658 -0.00540947 -0.00540947 -0.00541571
-0.00311774 -0.0031179 -0.00311796 -0.00311802 -0.00311807 -0.00311835 -0.00311835 -0.00311839
-0.00236148 -0.00236157 -0.0023616 -0.00236163 -0.00236165 -0.00236173 -0.00236173 -0.00236174
-4.18439E-05 -4.18452E-05 -4.18453E-05 -4.18451E-05 -4.18448E-05 -4.18408E-05 -4.18408E-05 -4.18401E-05
-0.00234084 -0.00234093 -0.00234096 -0.00234099 -0.00234101 -0.0023411 -0.0023411 -0.00234111
-0.00243393 -0.00243402 -0.00243405 -0.00243408 -0.0024341 -0.00243419 -0.00243419 -0.0024342
-0.00305614 -0.00305632 -0.00305639 -0.00305645 -0.00305651 -0.00305688 -0.00305688 -0.00305692
-0.00586259 -0.00589457 -0.00591058 -0.0059266 -0.00594263 -0.00605508 -0.00605508 -0.00607117
-0.00892721 -0.00911063 -0.00920085 -0.00929005 -0.00937823 -0.00996678 -0.00996678 -0.0100468
-0.00206012 -0.0020602 -0.00206022 -0.00206024 -0.00206026 -0.00206032 -0.00206032 -0.00206033
-0.00322184 -0.00322204 -0.00322213 -0.0032222 -0.00322227 -0.00322271 -0.00322271 -0.00322277
-0.00175728 -0.00175735 -0.00175738 -0.00175739 -0.00175741 -0.00175745 -0.00175745 -0.00175746
-0.00291086 -0.00291098 -0.00291103 -0.00291106 -0.0029111 -0.00291128 -0.00291128 -0.0029113
-0.00349766 -0.00349803 -0.0034982 -0.00349836 -0.00349852 -0.00349961 -0.00349961 -0.00349976
-0.00109557 -0.00109562 -0.00109564 -0.00109565 -0.00109566 -0.00109569 -0.00109569 -0.00109569
-0.00335911 -0.00335931 -0.0033594 -0.00335948 -0.00335956 -0.00336004 -0.00336004 -0.00336011
-0.00320501 -0.00320519 -0.00320527 -0.00320533 -0.0032054 -0.00320581 -0.00320581 -0.00320586
-0.00158164 -0.0015817 -0.00158172 -0.00158173 -0.00158174 -0.00158178 -0.00158178 -0.00158178
-0.00391974 -0.00392047 -0.00392082 -0.00392117 -0.00392152 -0.00392393 -0.00392393 -0.00392427
-0.00246907 -0.00246917 -0.0024692 -0.00246923 -0.00246925 -0.00246935 -0.00246935 -0.00246936
-0.00329618 -0.00329639 -0.00329648 -0.00329656 -0.00329664 -0.00329711 -0.00329711 -0.00329718
-0.00544225 -0.0054563 -0.00546333 -0.00547036 -0.00547739 -0.00552659 -0.00552659 -0.00553362
-0.00665498 -0.00671348 -0.00674279 -0.00677211 -0.00680145 -0.00700706 -0.00700706 -0.00703644
-0.00362183 -0.00362231 -0.00362254 -0.00362276 -0.00362298 -0.00362447 -0.00362447 -0.00362468
-0.00231279 -0.00231288 -0.0023129 -0.00231293 -0.00231295 -0.00231303 -0.00231303 -0.00231304
-0.00282223 -0.00282235 -0.00282239 -0.00282243 -0.00282246 -0.00282262 -0.00282262 -0.00282264
-0.00255881 -0.00255892 -0.00255895 -0.00255898 -0.002559 -0.0025591 -0.0025591 -0.00255911
-0.00281839 -0.0028185 -0.00281854 -0.00281857 -0.0028186 -0.00281877 -0.00281877 -0.00281879
-0.00258696 -0.00258708 -0.00258712 -0.00258715 -0.00258717 -0.00258728 -0.00258728 -0.00258729
